"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.953420194E2,-9.650431824E-1,9.629625092E0,-1.174308014E0
4.953621064E2,-9.075627136E-1,9.599687347E0,-1.212328949E0
4.953821944E2,-8.797206116E-1,9.618548126E0,-1.235680389E0
4.954022824E2,-8.913963318E-1,9.647737427E0,-1.244062958E0
4.954223694E2,-9.542655945E-1,9.628876648E0,-1.256786499E0
4.954424574E2,-9.762698364E-1,9.620494080E0,-1.246907043E0
4.954625454E2,-9.904902649E-1,9.599387970E0,-1.224304047E0
4.954826324E2,-9.846524048E-1,9.610015869E0,-1.221010895E0
4.955027204E2,-1.006207581E0,9.634415131E0,-1.229992218E0
4.955228074E2,-1.028062134E0,9.638606415E0,-1.226848755E0
4.955428954E2,-1.030008087E0,9.601483612E0,-1.175954590E0
4.955629834E2,-1.044677582E0,9.644743652E0,-1.137185211E0
4.955830704E2,-1.060843964E0,9.688153381E0,-1.159039764E0
4.956031584E2,-1.049766998E0,9.678273926E0,-1.107846222E0
4.956232454E2,-1.012793884E0,9.620494080E0,-1.102607117E0
4.956433334E2,-9.580078125E-1,9.630972290E0,-1.163231049E0
4.956634214E2,-8.996292114E-1,9.620344391E0,-1.176703033E0
4.956835084E2,-9.298663330E-1,9.634415131E0,-1.201701050E0
4.957035960E2,-9.849517822E-1,9.644444275E0,-1.220262451E0
4.957236840E2,-1.018182678E0,9.640552368E0,-1.175655212E0
4.957437710E2,-1.015338593E0,9.619595947E0,-1.145717468E0
4.957638590E2,-1.015637970E0,9.632020111E0,-1.188079376E0
4.957839460E2,-9.883946228E-1,9.621242523E0,-1.164278870E0
4.958040340E2,-9.839039612E-1,9.682764587E0,-1.149010620E0
4.958241220E2,-9.851014709E-1,9.641001434E0,-1.150806885E0
4.958442090E2,-9.533674622E-1,9.641001434E0,-1.185534668E0
4.958642970E2,-9.680369568E-1,9.638157349E0,-1.167122955E0
4.958843840E2,-1.001567230E0,9.658814392E0,-1.155447235E0
4.959044720E2,-1.039737854E0,9.654174042E0,-1.212927704E0
4.959245600E2,-1.057850189E0,9.631571045E0,-1.165177002E0
4.959446470E2,-1.025667114E0,9.597591705E0,-1.105900269E0
4.959647350E2,-9.503736877E-1,9.619146881E0,-1.078806610E0
4.959848230E2,-8.735833740E-1,9.643097076E0,-1.124761047E0
