"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.253818380E0,8.168140426E-3,-2.158972248E-2,-3.075270168E-2
7.273816818E0,-2.897246508E-3,-1.780235767E-2,-2.127556317E-2
7.293818380E0,-1.090830751E-2,3.351032268E-3,-1.302015595E-2
7.313816818E0,-8.203047328E-3,1.249655709E-2,-1.350884791E-2
7.333818380E0,-6.300638430E-3,1.024508290E-2,-9.861109778E-3
7.353818380E0,-1.160643995E-2,1.071632188E-2,-2.321287990E-3
7.373816818E0,-2.569124661E-2,7.365289610E-3,-4.014257342E-3
7.393819943E0,-4.064871743E-2,1.884955564E-3,-9.093165398E-3
7.413816818E0,-4.454080388E-2,1.043706853E-2,-7.696901914E-3
7.433816818E0,-4.211479425E-2,3.417354822E-2,5.567600485E-3
7.453816818E0,-4.307472706E-2,3.391174600E-2,1.698205434E-2
