"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.199153041E0,1.063809633E0,-2.263875246E0,-6.173271537E-1
6.219110041E0,6.047448516E-1,-7.613567710E-1,2.745506465E-1
6.239067041E0,-4.602919221E-1,1.146115184E0,5.376366973E-1
6.259023292E0,-8.739016652E-1,1.293170094E0,7.711762190E-2
6.278980291E0,-1.130607128E0,7.791122198E-1,2.157855034E-1
6.298937291E0,-1.199291945E0,3.490650356E-1,3.294334561E-2
6.318893292E0,-4.090974629E-1,-4.861291945E-1,-2.004118264E-1
6.338850291E0,5.121259093E-1,-6.169244647E-1,-5.332861468E-2
6.358807291E0,-5.308859944E-1,2.014755726E0,1.163963079E-1
6.378763292E0,8.199080229E-1,1.111534357E0,1.568190455E-1
6.398720291E0,1.026465178E0,4.158134460E-1,1.831237227E-1
6.418677291E0,7.113721967E-1,5.496523976E-1,-7.893321663E-2
6.438633292E0,4.902981520E-1,8.078234196E-1,1.168553829E-1
6.458590291E0,1.985669583E-1,-8.230356616E-4,1.558046788E-1
6.478547291E0,3.159042001E-1,-1.187011719E0,-1.482780129E-1
6.498503292E0,4.149934947E-1,-9.543539286E-1,-3.634192348E-1
6.518460291E0,5.610598922E-1,-4.915113151E-1,-7.166291475E-1
6.538417291E0,3.645460606E-1,-6.872050762E-1,-1.092839599E0
6.558373292E0,2.618074417E-1,-1.204682350E0,-1.405184388E0
6.578330291E0,2.865633965E-1,-1.595415235E0,-1.594059467E0
6.598286292E0,2.750260234E-1,-1.670134902E0,-1.385842800E0
6.618243292E0,1.589020789E-1,-9.385100007E-1,-1.209688663E0
6.638200291E0,-1.011918858E-2,-7.444765568E-1,-8.249332905E-1
6.658156292E0,1.771885343E-2,-5.393442512E-1,2.621433735E-1
6.678113292E0,-1.700166911E-1,-5.962328315E-1,8.997350931E-1
6.698070291E0,-4.151705205E-1,-8.718454838E-1,1.077724934E0
6.718026292E0,-2.826090157E-1,-1.516417503E0,5.443294048E-1
6.737983292E0,1.536338180E-1,-8.880321980E-1,1.537939347E-2
6.757940291E0,4.007764459E-1,2.064022571E-1,-7.287002802E-1
6.777896292E0,3.676776886E-1,-2.575699091E-1,-8.497594595E-1
6.797853292E0,1.721065789E-1,-1.793714911E-1,-7.182535529E-1
6.817810291E0,7.060659677E-2,-9.712243825E-2,-5.312600732E-1
6.837766292E0,7.457362860E-2,-7.943501323E-2,-2.236753851E-1
6.857723291E0,1.466150731E-1,-3.850633800E-1,-5.638340488E-3
6.877680291E0,1.057621464E-1,-1.132078022E-1,3.648866341E-2
6.897636292E0,9.657770395E-2,-1.844255179E-1,6.185002252E-2
6.917593291E0,8.383131027E-2,-6.748915464E-2,-9.736070409E-3
6.937550291E0,2.935794741E-2,-4.693678916E-1,8.751758933E-2
6.957506292E0,4.020309076E-2,-5.457341075E-1,3.378026485E-1
6.977463291E0,5.228111055E-3,-5.101171732E-1,4.063279927E-1
6.997420291E0,1.765629835E-2,-3.883899748E-1,2.632428408E-1
7.017376292E0,5.290560424E-2,-9.824968129E-2,-1.858743653E-2
7.037333291E0,1.525623724E-2,-4.397793859E-2,4.706272110E-2
7.057290291E0,8.289546520E-2,-1.091675907E-1,2.089590952E-2
7.077246292E0,1.425435208E-2,-7.964404672E-2,8.778899163E-2
7.097203291E0,-9.854968637E-2,5.986535922E-2,1.725462675E-1
7.117160291E0,-1.031463146E-1,1.453664601E-1,1.402438432E-1
7.137116292E0,-3.716834262E-2,4.102725536E-3,4.531337321E-2
7.157073291E0,-2.002025843E-1,-9.126383811E-2,-2.353029102E-1
7.177030291E0,-2.583915293E-1,-2.529062033E-1,-6.040205359E-1
7.196986292E0,-4.851101339E-1,-6.499963403E-1,-1.222946763E0
7.216943291E0,-9.961590767E-1,-5.941676497E-1,-1.914712429E0
7.236900291E0,-1.509055376E0,-1.366333365E0,-2.296660662E0
7.256856292E0,-1.467431188E0,-6.220511794E-1,-2.481032610E0
7.276813375E0,-1.082471371E0,-4.780444205E-1,-1.928166389E0
7.296770375E0,-5.440946817E-1,-1.621411294E-1,-8.979766965E-1
7.316726375E0,9.666106850E-2,-7.949011028E-2,-4.765097052E-3
7.336683375E0,5.902447104E-1,-1.965864897E-1,5.142164230E-1
7.356640375E0,7.762494683E-1,-9.711470455E-2,8.023094535E-1
7.376596375E0,8.197340965E-1,-4.261307046E-2,1.170731783E0
7.396553375E0,7.062360048E-1,-1.253564656E-1,1.404462576E0
7.416509375E0,5.785363913E-1,-8.417230844E-2,1.424451470E0
7.436466375E0,3.140775561E-1,-2.264205068E-1,1.269528389E0
7.456423375E0,2.512300387E-2,-7.118359804E-1,9.261877537E-1
7.476379375E0,1.031765267E-1,-3.252717555E-1,6.006415486E-1
7.496336375E0,1.533331722E-1,-1.646858156E-1,2.358673513E-1
7.516293375E0,1.937263906E-1,-1.342208236E-1,-2.822152525E-2
7.536249375E0,1.779026687E-1,-2.266825140E-1,2.211388573E-2
7.556206375E0,1.430837363E-1,-3.530112505E-1,1.074914932E-1
7.576163375E0,1.898941100E-1,-4.814367890E-1,1.867503524E-1
7.596119375E0,1.411393136E-1,-3.077264428E-1,1.270877421E-1
7.616076375E0,1.127388701E-1,-3.465312123E-1,-8.075967431E-3
7.636033375E0,1.140504181E-1,-3.401998878E-1,3.420908004E-3
