"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.507377000E0,-3.137026520E0,-3.716770935E0,1.229722778E1
5.527540000E0,-2.827919312E0,-2.286195831E0,7.959997101E0
5.547703000E0,-2.116448822E0,-1.175655212E0,5.989794159E0
5.567866000E0,-1.194366302E0,-4.062551880E-1,4.127516785E0
5.588030000E0,-5.990542603E-1,-1.348695374E-1,2.965632935E0
5.608193000E0,-4.267625427E-1,-9.415420532E-2,2.868185577E0
5.628356000E0,-3.811074829E-1,-1.016386414E-1,2.321073303E0
5.648519000E0,-3.269201660E-1,1.570234680E-1,1.308728485E0
5.668683000E0,-2.504292297E-1,3.306623840E-1,5.041516113E-1
5.688846000E0,-1.122665405E-1,5.469625854E-1,-4.236190796E-2
5.709009000E0,-2.456391907E-1,7.396119690E-1,-2.968327332E-1
5.729171375E0,-7.887098694E-1,7.415579224E-1,-3.704795837E-1
5.749334375E0,-9.839039612E-1,6.468049622E-1,4.825964355E-1
5.769498375E0,-8.422984314E-1,4.303550720E-1,1.245260468E0
5.789661375E0,-4.290078735E-1,4.499642944E-1,1.873803406E0
5.809824375E0,-8.729846191E-1,5.155279541E-1,1.954036560E0
5.829987375E0,-1.307980042E0,3.698808289E-1,3.629352722E0
5.850151375E0,-8.907975769E-1,-2.769241333E-2,7.911048889E0
5.870314375E0,-6.436614990E-3,2.222877502E-1,1.024514511E1
5.890477375E0,-1.586700439E-1,1.459015961E0,9.433083801E0
5.910640375E0,-1.441502380E0,2.643652496E0,1.226654160E1
5.930803375E0,-1.491199036E0,1.961371307E0,1.883802612E1
5.950967375E0,-6.478527832E-1,1.482068024E0,2.177896042E1
5.971130375E0,-1.112785950E0,2.267784119E0,2.105326950E1
5.991293375E0,-1.408720551E0,2.261197815E0,2.234658005E1
6.011456375E0,-2.589614868E-2,3.116968231E0,2.167238205E1
6.031620375E0,9.418414307E-1,3.789669342E0,2.173240723E1
6.051783375E0,3.222798157E-1,4.499642944E0,2.043191162E1
6.071946375E0,-1.390009460E0,4.431833954E0,1.867696106E1
6.092109375E0,-1.696122894E0,4.665048981E0,1.495779510E1
6.112273375E0,-1.708247681E0,3.962859192E0,1.372750351E1
6.132436375E0,-1.118923187E0,2.963088226E0,1.425276123E1
6.152599375E0,-4.993615723E-1,1.961520996E0,1.372570724E1
6.172762375E0,-6.484515381E-1,1.031954041E0,1.243269608E1
6.192925375E0,-3.119512939E-1,6.828799438E-1,1.005384293E1
6.213089375E0,2.095642090E-1,4.646337891E-1,7.590415649E0
6.233252375E0,3.001258850E-1,2.718347168E-1,5.785618744E0
6.253415375E0,5.273533630E-1,5.598358154E-2,4.422702942E0
6.273578375E0,4.293072510E-1,-1.157093811E-1,2.943628693E0
6.293742375E0,-2.427951050E-1,-2.624043274E-1,1.902843018E0
6.313905375E0,-7.300318909E-1,-2.001338196E-1,1.666334839E0
6.334068375E0,-3.942800903E-1,-5.201683044E-1,2.641107788E0
6.354231375E0,1.381626892E-1,-9.994715881E-1,3.319946136E0
6.374395375E0,-1.356179810E-1,-1.649420013E0,3.344195709E0
6.394558375E0,-4.474195862E-1,-1.819915466E0,3.972439270E0
6.414721375E0,-6.668632507E-1,-1.683399353E0,3.619173889E0
6.434884375E0,-3.372486877E-1,-8.334667969E-1,1.809586945E0
6.455048375E0,1.267863464E-1,-7.903564453E-2,2.200424194E0
6.475211375E0,5.330415344E-1,1.287322998E-1,6.322851562E0
6.495374375E0,2.228865051E-1,-5.134323120E-1,9.718390503E0
6.515537375E0,3.362008667E-1,-1.402583313E0,1.264076340E1
6.535700375E0,5.080435181E-1,-1.022972717E0,1.401715118E1
6.555864375E0,-2.118095398E-1,1.824705505E-1,1.348785187E1
6.576027375E0,-1.682950287E0,1.152752838E0,1.215786758E1
6.596190375E0,-1.872755585E0,1.569186859E0,1.168694687E1
6.616353375E0,-2.203417969E0,1.743723907E0,1.155207733E1
6.636517375E0,-1.610051880E0,1.647174683E0,1.427431641E1
6.656680375E0,-2.987786865E-1,2.855911102E0,1.327080322E1
6.676843375E0,-6.409671021E-1,2.151475983E0,1.678609314E1
6.697006375E0,-1.944456482E-1,3.050356750E0,1.822759552E1
6.717170000E0,3.879931641E-1,4.033811646E0,1.316168015E1
6.737333000E0,-5.200186157E-1,3.433410187E0,1.472233475E1
6.757496000E0,-2.341131592E-1,2.686613159E0,1.495749573E1
6.777659000E0,2.230361938E-1,2.125430145E0,1.573168579E1
6.797823000E0,3.893403625E-1,2.018851776E0,1.392673920E1
6.817986000E0,-5.403762817E-2,1.660047913E0,1.282323395E1
6.838149000E0,-2.189945984E-1,9.746232605E-1,1.342318634E1
6.858312000E0,-3.293151855E-3,2.365081787E-1,1.393587021E1
6.878476000E0,-7.604187012E-2,-2.314187622E-1,1.403631134E1
6.898639000E0,-7.182064819E-1,-1.050216064E0,1.559726532E1
6.918802000E0,-1.275647278E0,-1.923350372E0,1.630349670E1
6.938965000E0,-1.424288177E0,-1.497635651E0,1.469628891E1
6.959129000E0,-1.570534058E0,-1.397044830E0,1.447385147E1
6.979292000E0,-1.129251709E0,-7.292834473E-1,1.309536804E1
6.999455000E0,-1.387614441E-1,-1.866618347E-1,1.141346558E1
7.019618000E0,-2.555186462E-1,4.258644104E-1,9.797575836E0
7.039782000E0,-8.472381592E-2,1.156045990E0,8.163723450E0
7.059945000E0,1.098715210E-1,1.396895142E0,6.928342438E0
7.080108000E0,3.354524231E-1,1.470392303E0,6.119873657E0
7.100271000E0,1.722917175E-1,1.762434998E0,4.927602997E0
7.120435000E0,-7.951464844E-1,2.182012482E0,3.037333832E0
7.140598000E0,-1.563049622E0,2.483635254E0,7.309300232E-1
7.160761000E0,-1.437909851E0,2.656376038E0,-1.429227905E0
7.180924000E0,-1.349144440E0,2.476749573E0,-1.913321228E0
7.201088000E0,-1.130598907E0,1.915416870E0,-1.212478638E-1
7.221251000E0,-1.356479187E0,1.609004059E0,8.470884705E-1
7.241414000E0,-1.583107910E0,1.409169617E0,6.101312256E-1
7.261578000E0,-1.272803192E0,1.068328400E0,1.364562378E0
7.281741000E0,-1.028960266E0,8.181985474E-1,1.573827209E0
7.301904000E0,-9.982740784E-1,1.151405640E0,7.530839539E-1
7.322067000E0,-5.881269836E-1,1.291214905E0,1.146166534E0
7.342231000E0,4.784051514E-1,1.299148407E0,4.616699524E0
7.362394000E0,7.313790894E-1,1.410816193E0,7.488926697E0
7.382557000E0,5.248086548E-1,1.594184875E0,9.600286102E0
7.402720000E0,8.378077698E-1,1.106349335E0,1.557106979E1
7.422884000E0,1.532662811E0,1.815724182E0,1.842503494E1
7.443047000E0,2.072290649E0,3.283422089E0,1.972762619E1
7.463210000E0,2.044598236E0,4.487518158E0,2.297168015E1
7.483374000E0,2.319726105E0,4.372257843E0,2.761756897E1
7.503537000E0,1.929487610E0,4.192332001E0,2.862916534E1
7.523700000E0,-1.040635986E0,2.345921631E0,2.976784744E1
7.543863000E0,-3.141068115E0,1.067430267E0,2.648218002E1
7.564027000E0,-3.418441315E0,1.628463593E0,1.967882767E1
7.584190000E0,-3.030448151E0,2.408042450E0,1.483714600E1
7.604353000E0,-2.603236542E0,2.037263489E0,1.337498657E1
7.624517000E0,-2.127525787E0,1.528172150E0,1.029094986E1
7.644680000E0,-1.811233521E0,1.184187469E0,7.469766541E0
7.664843000E0,-1.461111603E0,1.026265869E0,5.611979828E0
7.685006000E0,-1.214274902E0,7.592211914E-1,4.864584045E0
7.705170000E0,-9.967771912E-1,3.644920349E-1,4.484225006E0
7.725333708E0,-6.376739502E-1,-1.823208618E-1,4.392316132E0
7.745496708E0,-4.415817261E-1,-7.045848083E-1,4.215234375E0
7.765660708E0,-6.665638733E-1,-9.298663330E-1,2.769241333E0
7.785823708E0,-9.367520142E-1,-9.000782776E-1,1.585802307E0
7.805986708E0,-7.354206848E-1,-7.240443420E-1,9.463320923E-1
7.826150708E0,-3.254232788E-1,-4.140390015E-1,-1.437011719E-2
7.846313708E0,6.212081909E-2,-1.562750244E-1,-2.562670898E-1
7.866476708E0,5.261558533E-1,1.664538574E-1,6.092330933E-2
