"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.886687417E0,-7.964172363E0,-2.350402832E1,-3.863912964E1
4.906774417E0,-6.348358154E0,-2.188105774E1,-3.981494141E1
4.926862417E0,-3.777099609E0,-2.066384888E1,-4.089241028E1
4.946949417E0,-1.414093018E0,-2.015220642E1,-4.173086548E1
4.967036417E0,-3.994750977E-2,-2.051457214E1,-4.149092102E1
4.987123417E0,-1.164245605E-1,-2.142866516E1,-4.093013000E1
5.007210417E0,-1.116607666E0,-2.235620117E1,-4.010900879E1
5.027297417E0,-2.415252686E0,-2.340599060E1,-3.950804138E1
5.047384417E0,-3.102569580E0,-2.469892883E1,-3.870809937E1
5.067471417E0,-3.177001953E0,-2.639488983E1,-3.765914917E1
5.087558417E0,-4.135101318E0,-2.741731262E1,-3.676156616E1
5.107645417E0,-5.347473145E0,-2.782888794E1,-3.623970032E1
5.127732417E0,-5.641998291E0,-2.787496185E1,-3.606013489E1
5.147819417E0,-4.571289062E0,-2.775417328E1,-3.640478516E1
5.167906417E0,-3.832916260E0,-2.784334564E1,-3.663449097E1
5.187993417E0,-3.490661621E0,-2.785796356E1,-3.637895203E1
5.208080417E0,-3.492584229E0,-2.764725494E1,-3.662492371E1
5.228167417E0,-3.241546631E0,-2.738512421E1,-3.679447937E1
5.248254417E0,-2.376831055E0,-2.673889923E1,-3.726300049E1
5.268341417E0,-7.394409180E-1,-2.601243591E1,-3.775535583E1
5.288428417E0,9.626464844E-1,-2.533966827E1,-3.813890076E1
5.308515417E0,2.298461914E0,-2.468686676E1,-3.861924744E1
5.328602417E0,3.462707520E0,-2.428839874E1,-3.882411194E1
5.348689417E0,4.210754395E0,-2.383867645E1,-3.859306335E1
5.368776417E0,4.613952637E0,-2.351088715E1,-3.866471863E1
5.388863417E0,5.207580566E0,-2.360643768E1,-3.861793518E1
5.408950417E0,5.312652588E0,-2.383440399E1,-3.838642883E1
5.429037417E0,5.129699707E0,-2.414286041E1,-3.818417358E1
5.449125417E0,4.704772949E0,-2.432472992E1,-3.797041321E1
5.469212417E0,4.268218994E0,-2.446903229E1,-3.798590088E1
5.489299417E0,4.095306396E0,-2.405359650E1,-3.824707031E1
5.509386417E0,4.305938721E0,-2.369567108E1,-3.862593079E1
5.529473417E0,4.776336670E0,-2.340345001E1,-3.858435059E1
