"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.203461334E0,2.655137634E1,2.326641846E1,1.666139221E1
6.223419333E0,2.578976440E1,2.473764038E1,1.566941833E1
6.243377334E0,2.373675537E1,2.589694214E1,1.573463440E1
6.263334333E0,2.166191101E1,2.707861328E1,1.648339844E1
6.283292334E0,1.982762146E1,2.809594727E1,1.651986694E1
6.303250333E0,1.894526672E1,2.912066650E1,1.565913391E1
6.323208333E0,1.910496521E1,2.968624878E1,1.362934875E1
6.343165333E0,1.927244568E1,2.989285278E1,1.270144653E1
6.363123334E0,1.902546692E1,3.036666870E1,1.159713745E1
6.383081334E0,1.809072876E1,3.082467651E1,1.191673279E1
6.403038334E0,1.691592407E1,3.115121460E1,1.244935608E1
6.422996333E0,1.611373901E1,3.127172852E1,1.335781860E1
6.442954083E0,1.628977966E1,3.074694824E1,1.455000305E1
6.462911083E0,1.677220154E1,3.013986206E1,1.558471680E1
6.482869084E0,1.700991821E1,2.923916626E1,1.667871094E1
6.502827084E0,1.733924866E1,2.851330566E1,1.740092468E1
6.522785083E0,1.750559998E1,2.746289062E1,1.831632996E1
6.542742083E0,1.785993958E1,2.640121460E1,1.954003906E1
6.562700083E0,1.823286438E1,2.513272095E1,2.056179810E1
6.582658084E0,1.890216064E1,2.373577881E1,2.150576782E1
6.602615084E0,1.966276550E1,2.222918701E1,2.207377625E1
6.622573083E0,2.103224182E1,2.107778931E1,2.185108948E1
6.642531083E0,2.278111267E1,1.993130493E1,2.143615723E1
6.662489084E0,2.409892273E1,1.875769043E1,2.046272278E1
6.682446084E0,2.498783875E1,1.808212280E1,2.013040161E1
6.702404084E0,2.523753357E1,1.767028809E1,1.996072388E1
6.722362083E0,2.504704285E1,1.706613159E1,2.008099365E1
6.742319083E0,2.482731628E1,1.699105835E1,1.984559631E1
6.762277083E0,2.508157349E1,1.689938354E1,1.981681824E1
6.782235084E0,2.529354858E1,1.690744019E1,1.969082642E1
6.802192084E0,2.515969849E1,1.700747681E1,1.963789368E1
6.822150084E0,2.446992493E1,1.726193237E1,2.004557800E1
6.842108083E0,2.316569519E1,1.786672974E1,2.095314026E1
6.862066084E0,2.200746155E1,1.846301270E1,2.180807495E1
6.882023084E0,2.201651001E1,1.855624390E1,2.169584656E1
6.901981084E0,2.239393616E1,1.847723389E1,2.116421509E1
6.921939083E0,2.388970947E1,1.873260498E1,1.940036011E1
6.941896083E0,2.479518127E1,1.901080322E1,1.813381958E1
6.961854083E0,2.542631531E1,1.881402588E1,1.763764954E1
6.981812084E0,2.575657654E1,1.805456543E1,1.759806824E1
7.001770083E0,2.516947937E1,1.825057983E1,1.875572205E1
7.021727084E0,2.393826294E1,1.845291138E1,2.023422241E1
7.041685083E0,2.253651428E1,1.879040527E1,2.121162415E1
7.061643084E0,2.157147217E1,1.842529297E1,2.228224182E1
7.081600084E0,2.161576843E1,1.762725830E1,2.343762207E1
7.101558084E0,2.245645142E1,1.658728027E1,2.321493530E1
7.121516083E0,2.361393738E1,1.634048462E1,2.187335205E1
7.141474084E0,2.461116028E1,1.677819824E1,2.043345642E1
7.161431083E0,2.505955505E1,1.748797607E1,1.905458069E1
7.181389084E0,2.513456726E1,1.748422241E1,1.864237976E1
7.201347083E0,2.505503845E1,1.688586426E1,1.938963318E1
7.221304084E0,2.530952454E1,1.704623413E1,1.917813110E1
7.241262083E0,2.541667175E1,1.769522095E1,1.830592346E1
7.261220084E0,2.528807068E1,1.811941528E1,1.792025757E1
7.281178083E0,2.525540161E1,1.832553101E1,1.766680908E1
7.301135084E0,2.536663818E1,1.884246826E1,1.709074402E1
7.321093083E0,2.532562256E1,1.965859985E1,1.638610840E1
7.341051084E0,2.551098633E1,2.034161377E1,1.564129639E1
7.361008083E0,2.555264282E1,2.103475952E1,1.404393005E1
7.380966084E0,2.578662109E1,2.199163818E1,1.206628418E1
7.400924083E0,2.541604614E1,2.291946411E1,1.064379883E1
7.420882083E0,2.486373901E1,2.397543335E1,9.384307861E0
7.440839417E0,2.387464905E1,2.505203247E1,8.153594971E0
7.460797417E0,2.337008667E1,2.552279663E1,7.655776978E0
7.480755417E0,2.273805237E1,2.645065308E1,6.647735596E0
7.500712417E0,2.179360962E1,2.717001343E1,5.376022339E0
