"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.013736167E0,-6.031503901E-3,-1.116821542E-1,-4.318289459E-2
6.033824167E0,-8.776200004E-3,-5.635054410E-2,-3.700729087E-2
6.053913167E0,-2.911404893E-2,-8.366508409E-3,-1.456213091E-2
6.074002167E0,-3.770952299E-2,-7.173907943E-5,3.031743504E-2
6.094091167E0,-2.813733742E-2,-3.793505719E-3,6.968453526E-2
6.114180167E0,8.042993955E-3,5.063955486E-2,7.238684595E-2
6.134269167E0,2.942692861E-2,6.692443043E-2,5.824518949E-2
6.154358167E0,5.551175028E-2,3.948925436E-2,5.092309788E-2
6.174447167E0,5.954987928E-2,-8.596340194E-3,1.825571433E-2
6.194535167E0,4.697048664E-2,-1.749883965E-2,3.033231571E-2
6.214624167E0,2.290006727E-2,-7.681125402E-2,3.696240252E-3
6.234713167E0,3.576297313E-2,-7.571909577E-2,-1.270459313E-2
6.254802167E0,6.652757525E-2,-5.702690035E-2,-1.217352878E-2
6.274891167E0,6.349359453E-2,-4.067251831E-2,-1.340955868E-2
6.294980167E0,5.214774236E-2,-7.459258195E-3,3.358815331E-3
6.315069167E0,5.359698460E-2,2.429397218E-2,1.886350662E-2
6.335158167E0,5.886039138E-2,2.781263366E-2,2.650094032E-2
6.355247167E0,4.993350059E-2,3.666400164E-2,3.517883644E-2
6.375335167E0,3.945642337E-2,3.959871083E-2,5.062940717E-2
6.395424167E0,2.248776890E-2,4.744882137E-2,7.871323079E-2
6.415513167E0,2.242102101E-2,9.028940648E-2,8.750806004E-2
6.435602167E0,1.418169402E-2,5.885895714E-2,5.449178815E-2
6.455691167E0,9.660770185E-3,5.036596209E-2,7.717474550E-2
6.475780167E0,5.405139178E-3,-6.616449915E-3,1.058386266E-1
6.495869167E0,-1.812335337E-3,9.696654975E-3,5.107045174E-2
6.515958167E0,-8.103136905E-3,1.107263006E-2,5.428517982E-2
6.536047167E0,-1.508582104E-2,1.154453959E-2,4.838840291E-2
6.556136167E0,-1.730773039E-2,2.312315628E-2,4.316271842E-2
6.576225167E0,-1.212913729E-2,2.369050495E-2,6.881991029E-2
6.596313167E0,-1.738234796E-2,9.815488756E-2,3.998373449E-2
6.616402167E0,2.478784416E-3,2.545868233E-2,9.591360390E-2
6.636491167E0,-2.265672199E-2,-4.209888354E-2,1.306598485E-1
6.656580167E0,-2.492731670E-3,8.632920682E-2,6.674288958E-2
6.676669167E0,-1.961356774E-2,4.908047244E-2,5.806049332E-2
6.696758167E0,-2.698161080E-2,2.766758762E-2,3.734695166E-2
6.716847167E0,-3.930626810E-2,2.143295296E-2,2.135866880E-2
6.736936167E0,-4.215654358E-2,1.177259348E-2,3.227840364E-2
6.757025167E0,-6.238858402E-2,2.213008516E-2,6.991050392E-2
6.777114167E0,-6.514292955E-2,3.934058174E-2,3.439057991E-2
6.797203167E0,-7.809277624E-2,3.821441904E-2,3.761699796E-2
6.817292167E0,-9.141608328E-2,-5.419965833E-3,9.632452577E-2
6.837380167E0,-1.096745878E-1,4.131917376E-3,1.128958017E-1
6.857469167E0,-1.111024395E-1,4.402953759E-2,4.320195317E-2
