"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.138544917E0,1.461560093E-2,1.817077957E-2,-4.645083100E-2
5.158497917E0,-4.562317859E-3,-4.175516963E-2,-1.673329622E-2
5.178449917E0,-3.261295706E-2,-4.848735407E-3,-5.700351670E-2
5.198402917E0,-5.616888404E-2,1.385518610E-1,-8.482552320E-2
5.218355916E0,-2.916739881E-2,1.521915495E-1,-6.378214061E-2
5.238307917E0,-2.519387752E-3,2.405258641E-2,-4.580083862E-2
5.258260916E0,1.127242111E-2,-9.678766131E-2,-5.704763904E-2
5.278213916E0,2.922159061E-2,-1.348789036E-1,-7.491774857E-2
5.298165916E0,6.356036663E-2,-7.192993909E-2,-6.580041349E-2
5.318118916E0,6.812432408E-2,-2.326927893E-2,-3.429278359E-2
5.338071917E0,7.434602082E-2,-4.495568573E-2,-1.780855656E-2
5.358023916E0,8.940350264E-2,-4.168025404E-2,-2.933939919E-2
5.377976917E0,9.592947364E-2,-1.756628230E-2,-7.171135396E-2
5.397929917E0,8.766123652E-2,4.198030755E-2,-7.685637474E-2
5.417881917E0,8.137918264E-2,7.673179358E-2,-3.700250387E-2
5.437834917E0,6.301756203E-2,5.034060404E-2,1.273280196E-2
5.457787917E0,6.239739060E-2,5.792521685E-2,-8.202335797E-3
5.477739917E0,4.638011009E-2,4.472043365E-2,-3.148335498E-3
5.497692917E0,5.557720736E-2,3.770741075E-2,2.580596879E-2
5.517644917E0,4.661827534E-2,3.981908411E-2,4.159460589E-2
5.537597917E0,4.141160101E-2,5.723392963E-2,-8.662234992E-3
5.557550916E0,3.058956191E-2,4.473176599E-2,-4.064096510E-2
5.577502917E0,2.426428348E-2,7.998485118E-2,-4.679842293E-2
5.597455916E0,1.706228405E-2,7.328113914E-2,1.837458927E-3
5.617408916E0,4.154150933E-2,-1.113938913E-1,4.604241252E-2
5.637360916E0,3.465026990E-2,-1.825031638E-1,-4.476320744E-2
5.657313916E0,5.068004876E-2,-2.085046023E-1,-1.338953972E-1
5.677266917E0,9.968133271E-2,-2.715732455E-1,-1.319565922E-1
5.697218916E0,1.833795309E-1,-2.497253716E-1,-7.206000388E-2
5.717171917E0,1.425679922E-1,-3.166034818E-1,-2.936847974E-3
5.737124917E0,9.204078466E-2,-3.522950411E-1,-4.047788680E-2
5.757076917E0,6.153378263E-2,-2.597910166E-1,-8.410491049E-2
5.777029791E0,1.090988517E-1,-2.203785777E-1,-4.152007774E-2
5.796982792E0,1.390459985E-1,-2.594800293E-1,-1.317708194E-2
5.816934791E0,9.655760974E-2,-2.661874294E-1,-3.257882595E-2
5.836887792E0,1.230362505E-1,-3.349413574E-1,-3.478617966E-2
5.856839791E0,2.147131264E-1,-3.046798408E-1,-3.861832246E-2
5.876792791E0,1.930132955E-1,-2.915098071E-1,-2.108072303E-2
5.896745792E0,1.266122311E-1,-2.679054737E-1,1.463830471E-2
5.916697791E0,1.069986746E-1,-1.996921748E-1,3.363436460E-2
5.936650792E0,1.109547094E-1,-1.450924873E-1,1.973742433E-2
5.956603792E0,7.732255757E-2,-1.398163438E-1,5.102912337E-2
5.976555792E0,4.322226718E-2,-1.274245530E-1,7.198518515E-2
5.996508792E0,5.871623009E-2,-1.904202402E-1,1.425127834E-1
6.016461791E0,5.668595433E-2,-1.158606485E-1,1.099200174E-1
6.036413792E0,3.971792758E-2,-7.722060382E-2,1.051568091E-1
6.056366791E0,2.995955199E-2,-4.973277450E-2,8.473403007E-2
6.076319791E0,5.314464867E-2,-3.370121866E-2,2.845765278E-2
6.096271791E0,4.820322618E-2,-7.257384807E-2,4.572902620E-2
6.116224791E0,1.682062168E-3,-8.122938871E-2,7.948885113E-2
6.136176792E0,-2.612328716E-2,-7.801782340E-2,1.045009270E-1
6.156129791E0,-2.881161869E-2,-7.620086521E-2,5.633594841E-2
6.176082792E0,-5.061873049E-2,-2.326858602E-2,2.830144763E-2
